,tweet_id,user_id,created_at,tweet,username,name,location,clean_text
1420,1504579359839031302,1407233626652151810,2022-03-17T22:04:07.000Z,"@alunsays @Stevros3 @EnglandRugby @SixNationsRugby @O2 To be fair, picking 15s at 14 isn’t new. Tim Stimpson (a 15 of similar stature and style) used to do it regularly for Tigers and also played at 14 under SCW for England (and that worked). 

I suggest people wait til full time on Saturday and actually give the kid a chance.👍",Chris61172903,Chris Haywood,"East Midlands, England",fair picking s new tim stimpson a similar stature style regularly tigers played scw england and worked suggest people wait til time saturday actually kid chance
1423,1504579073082683393,19242399,2022-03-17T22:02:59.000Z,@EnglandRugby @SixNationsRugby @O2 🤣🤦‍♂️ Where to start with this selection?! Why is Eddie obsessed with not playing players in their natural positions. This is going to be ugly,jepgraham,JEPG,London,start selection eddie obsessed playing players natural positions going ugly
1424,1504579038865727496,902916720398143489,2022-03-17T22:02:51.000Z,@EnglandRugby @SixNationsRugby @O2 Let’s try with 15 men and no penalty tries.,MattJeff9,Matt ✡️🇬🇧🇮🇱,"London, England",let try men penalty tries
1426,1504578680378781696,1009227569453940736,2022-03-17T22:01:25.000Z,"@Chris61172903 @Stevros3 @EnglandRugby @SixNationsRugby @O2 That’s a really good point there’s no point having specialist wingers if you’re gonna kick away possession. Nobody would claim that England’s problem is the wingers, I’m just not sure that there is any sense in picking someone out of position.",alunsays,alunsays,"Byron Bay, Straya.",good point point specialist wingers gonna kick away possession claim englands problem wingers sure sense picking position
1428,1504577847381405698,1157206647544176640,2022-03-17T21:58:07.000Z,"@EnglandRugby @SixNationsRugby @O2 Jones risks aren’t paying off, have we not learnt anything yet? 2 x lowest finishes in 6 Nations when we have one of the strongest selection of players to pick from!",JordanLucas88,Jordan,United Kingdom,jones risks paying off learnt yet x lowest finishes nations strongest selection players pick from
1430,1504576183110967302,1407233626652151810,2022-03-17T21:51:30.000Z,"@alunsays @Stevros3 @EnglandRugby @SixNationsRugby @O2 Funny you mention LRZ and Radwan. Saw LRZ come on at Leicester and have little influence on the game; Radwan being unable really to make much impact playing for Newcastle recently.

You pick players to do a job. Steward can arguably fit a game plan in this case.",Chris61172903,Chris Haywood,"East Midlands, England",funny mention lrz radwan saw lrz come leicester little influence game radwan unable impact playing newcastle recently pick players job steward arguably fit game plan case
1431,1504575841119973382,626883663,2022-03-17T21:50:08.000Z,@O2 I need some assistance please I am new customer that feels completely conned by both you and @virginmedia with the supposed fabulous volt deal which has increased in price by £5 in less than a month my account apparently isn’t active and I’m frustrated beyond belief #help!,laughwithkat,Kathryn Spittle,Shropshire,need assistance new customer feels completely conned supposed fabulous volt deal increased price month account apparently active frustrated belief help
1433,1504575421471690752,1009227569453940736,2022-03-17T21:48:28.000Z,"@Chris61172903 @Stevros3 @EnglandRugby @SixNationsRugby @O2 There’s a reason why Kolbe, Rees Zammit,  Radwan et al are picked on the wing. You’d think that a coach whose team hasn’t scored a proper try for four weeks would realise that.",alunsays,alunsays,"Byron Bay, Straya.",reason kolbe rees zammit radwan et al picked wing think coach team scored proper try weeks realise that
1434,1504574583978196994,1009227569453940736,2022-03-17T21:45:09.000Z,@01Dan_ @EnglandRugby @SixNationsRugby @O2 You have to assume it’s because he didn’t play to the game plan. Even if it’s proven to be completely useless at this level.,alunsays,alunsays,"Byron Bay, Straya.",assume play game plan proven completely useless level
1436,1504574389622538240,1009227569453940736,2022-03-17T21:44:22.000Z,"@EnglandRugby @SixNationsRugby @O2 So Eddie Jones decides to pick a bloke at fullback who after his debut in Paris was left out of the team for 18 months because he was so traumatised under the high ball. For a bloke that talks so much cod leadership psychology, he makes some very weird decisions. @stephenjones9",alunsays,alunsays,"Byron Bay, Straya.",eddie jones decides pick bloke fullback debut paris left team months traumatised high ball bloke talks cod leadership psychology makes weird decisions
1437,1504574291957932032,1856730656,2022-03-17T21:43:59.000Z,"@EnglandRugby @SixNationsRugby @O2 “Now tell them your dropping Randall &amp; Sinckler, moving Steward to wing and picking Furbank at 15” 

#FRAvENG https://t.co/i4IBTcfVwA",IgtIan,Owain Glyndŵr,Mordor,now tell dropping randall sinckler moving steward wing picking furbank fraveng
1439,1504573009788559361,1495097668938477571,2022-03-17T21:38:53.000Z,@01Dan_ @EnglandRugby @SixNationsRugby @O2 I get that you have a hard on for Randall but picking a borderline dwarf and flimsy outside half against powerful sides when you are leaking tries all over the place isn’t wise. Especially when neither is actually helping you score tries.,ErnestoMalchino,Ernesto Malchino,"Newport, Wales",hard randall picking borderline dwarf flimsy outside half powerful sides leaking tries place wise especially actually helping score tries
1441,1504571020208140290,1415765325828739084,2022-03-17T21:30:59.000Z,"@JiPearce1972 @fidelgavstro @waspsfamily @EnglandRugby @SixNationsRugby @O2 We certainly do!!! To be fair he was ya back row either. A very very good rugby league player, but didn’t suit Union.",Craig_JB007,Craig,"Gloucester, England",certainly do fair ya row either good rugby league player suit union
1448,1504569243156758531,1415765325828739084,2022-03-17T21:23:55.000Z,"@JiPearce1972 @fidelgavstro @waspsfamily @EnglandRugby @SixNationsRugby @O2 I do think Simmonds would be a very good centre. His defence is immense, quick, runs great lines. Sadly you can’t play 8 week in week out and expect to not get shown up by top class centres if you go there occasionally. It is a specialist position although some would say not.",Craig_JB007,Craig,"Gloucester, England",think simmonds good centre defence immense quick runs great lines sadly play week week expect shown class centres occasionally specialist position not
1450,1504568876629123085,114788712,2022-03-17T21:22:28.000Z,@EnglandRugby @SixNationsRugby @O2 Who the fuck is Ollie Chessum?,twright1989,Tom Wright,UK,fuck ollie chessum
1451,1504567937352544259,1495097668938477571,2022-03-17T21:18:44.000Z,@01Dan_ @EnglandRugby @SixNationsRugby @O2 There were and you conceded 7 tries,ErnestoMalchino,Ernesto Malchino,"Newport, Wales",conceded tries
1453,1504567739964436481,1415765325828739084,2022-03-17T21:17:57.000Z,"@ajbennett79 @Johngoosey1John @rinsure @EnglandRugby @SixNationsRugby @O2 Agree with that, you have a top weekend and with a bit of luck I might be proved badly wrong (again 😂)",Craig_JB007,Craig,"Gloucester, England",agree that weekend bit luck proved badly wrong again
1456,1504567460372140040,1415765325828739084,2022-03-17T21:16:50.000Z,"@JiPearce1972 @fidelgavstro @waspsfamily @EnglandRugby @SixNationsRugby @O2 I think Simmonds is great, but are we saying the best centre for England is playing his club rugby at 8 every week?",Craig_JB007,Craig,"Gloucester, England",think simmonds great saying best centre england playing club rugby week
1457,1504567285746442244,19838450,2022-03-17T21:16:09.000Z,"@O2 you really have lost it with your 3rd party provisioning. First of all with poor @O2Recycle customer service, then with complete lack of systems coherence between #o2insure and your customer service staff. Rude and unhelpful too. One #unhappy #daughter",iamjustjez,Jez Kay,"Hove, England",lost rd party provisioning poor customer service complete lack systems coherence oinsure customer service staff rude unhelpful too unhappy daughter
1458,1504567121535188992,1415765325828739084,2022-03-17T21:15:29.000Z,"@fidelgavstro @JiPearce1972 @waspsfamily @EnglandRugby @SixNationsRugby @O2 To be fair I don’t think he’s a centre. Big and strong but what is his head on tackling like, are his hands good enough to bring in players around him?",Craig_JB007,Craig,"Gloucester, England",fair think centre big strong head tackling like hands good bring players him
1461,1504566523872088073,160916312,2022-03-17T21:13:07.000Z,@EnglandRugby @SixNationsRugby @O2 Bye bye Eddie,GaryTurner10,Gary Turner,Warwickshire,bye bye eddie
1462,1504566180417351680,2765708991,2022-03-17T21:11:45.000Z,@Alan_Collins13 @whofan661 @EnglandRugby @SixNationsRugby @O2 Should be Mitchell and quirke imo. Randall doesn't offer enough in defence or kicking. Young's should be in camps as an experienced player,Harry24Collins,Harry,Colchester ,mitchell quirke imo randall offer defence kicking youngs camps experienced player
1467,1504565218374000640,1415765325828739084,2022-03-17T21:07:56.000Z,"@ajbennett79 @Johngoosey1John @rinsure @EnglandRugby @SixNationsRugby @O2 I hope you are right, but I really have my reservations as I’m sure you can tell 😂",Craig_JB007,Craig,"Gloucester, England",hope right reservations sure tell
1472,1504564603946246153,1415765325828739084,2022-03-17T21:05:29.000Z,@JiPearce1972 @fidelgavstro @waspsfamily @EnglandRugby @SixNationsRugby @O2 I just think this version of EJ has become obstinate rather than clever.,Craig_JB007,Craig,"Gloucester, England",think version ej obstinate clever
1473,1504564562640744453,295101446,2022-03-17T21:05:19.000Z,@01Dan_ @ErnestoMalchino @EnglandRugby @SixNationsRugby @O2 Id go further. Randall's tackling is sound. As good as Youngs.,CampbellATony,Tony Campbell,stuck in the middle with you,id further randalls tackling sound good youngs
1476,1504564246960611331,1415765325828739084,2022-03-17T21:04:04.000Z,@ajbennett79 @Johngoosey1John @rinsure @EnglandRugby @SixNationsRugby @O2 When have you thought that we look dangerous from 1st or even 2nd phase ball in our backs in this tournament?,Craig_JB007,Craig,"Gloucester, England",thought look dangerous st nd phase ball backs tournament
1477,1504564148092428289,19922861,2022-03-17T21:03:41.000Z,"@Harry24Collins @whofan661 @EnglandRugby @SixNationsRugby @O2 He’s had his good years, time to let the young lads play now. World Cup is next year, we need to blood Randall et Al in",Alan_Collins13,Alan Collins,"Coventry, England",good years time let young lads play now world cup year need blood randall et al
1478,1504564079427563528,1415765325828739084,2022-03-17T21:03:24.000Z,"@ajbennett79 @Johngoosey1John @rinsure @EnglandRugby @SixNationsRugby @O2 Yep rugby always has and always will have too much kicking fur my liking (it’s not bloody football 😂) but where are the clever angled runs, switches, miss 2’s bringing the full back into the line flat and at pace etc. England’s current moves are obvious and easy to defend.",Craig_JB007,Craig,"Gloucester, England",yep rugby kicking fur liking it bloody football clever angled runs switches miss s bringing line flat pace etc englands current moves obvious easy defend
1479,1504564001342201862,735531978410319873,2022-03-17T21:03:06.000Z,"@IgtIan @EnglandRugby @SixNationsRugby @O2 Iiiiiiiiit's....

Jamie Noon!!!!!

...at tighthead prop. 

And... The Ghost of Margaret Thatcher - on the left wing.",KissConscious,Kissing Consciousness,"Berkhamsted, Herts, UK",iiiiiiiiit is jamie noon at tighthead prop and ghost margaret thatcher left wing
1481,1504563832143982595,1456751576819937283,2022-03-17T21:02:25.000Z,@waspsfamily @EnglandRugby @SixNationsRugby @O2 Eddie https://t.co/rDK9nkZWN0,C0MMANS,Max,United Kingdom,eddie
1483,1504563503578980364,2765708991,2022-03-17T21:01:07.000Z,"@whofan661 @Alan_Collins13 @EnglandRugby @SixNationsRugby @O2 Says more about the fans than it does about Young's though. He's still by far England's best scrum half, people just don't like him because he's not new and flashy. When he retires people are going to miss him and will remember how good he was",Harry24Collins,Harry,Colchester ,says fans youngs though far englands best scrum half people like new flashy retires people going miss remember good
1485,1504563108039344132,1415765325828739084,2022-03-17T20:59:33.000Z,"@JiPearce1972 @fidelgavstro @waspsfamily @EnglandRugby @SixNationsRugby @O2 That is nearly 20 years ago, I just don’t think Jones can see clearly any more, he seems to be making selections to be controversial rather than for the team benefit.",Craig_JB007,Craig,"Gloucester, England",nearly years ago think jones clearly more making selections controversial team benefit
1487,1504562546799484932,180491428,2022-03-17T20:57:19.000Z,"@O2 Hi, just been into O’Neills Liverpool to use my Prioty app for a free drink and was told couldn’t use it as it was Paddy’s Day. Is that correct?",Howard139,Chris Howard,Rainhill,hi oneills liverpool use prioty app free drink told use paddys day correct
1492,1504561960624566282,2174856199,2022-03-17T20:54:59.000Z,@ajbennett79 @nicbates78 @Rc0mP @EnglandRugby @SixNationsRugby @O2 https://t.co/hR6Br1YoFl,Chameleon_Fit,Wiltshire Yeoman,Bath,
1494,1504561810657140736,2982440403,2022-03-17T20:54:23.000Z,@lifetiles___ @EnglandRugby @SixNationsRugby @O2 It looks like a brick wall..  maybe that's the game plan? France will hate a plodding solid defensive slow game...  it may work out.,Bandraidoir,Inopportunesses Esquire ☘, London ,looks like brick wall maybe game plan france hate plodding solid defensive slow game work out
1495,1504561783771746310,2174856199,2022-03-17T20:54:17.000Z,"@ajbennett79 @nicbates78 @Rc0mP @EnglandRugby @SixNationsRugby @O2 The Dombrandt, Care, Smith axis is pretty special, even if Danny is 55 years old 😂
Then you have Esterhuizen (arguably one of the best centres in the Prem) and Marchant, backed up by Lynagh, Murley &amp; Green.
Pretty formidable.",Chameleon_Fit,Wiltshire Yeoman,Bath,dombrandt care smith axis pretty special danny years old esterhuizen arguably best centres prem marchant backed lynagh murley green pretty formidable
1497,1504561263606738946,2982440403,2022-03-17T20:52:13.000Z,@Wezzyboy28 @EnglandRugby @SixNationsRugby @O2 What happened to Owen Farrell..  ??,Bandraidoir,Inopportunesses Esquire ☘, London ,happened owen farrell
1499,1504561138230566912,2982440403,2022-03-17T20:51:43.000Z,"@EnglandRugby @SixNationsRugby @O2 My feels, this is the team to beat les bluex
Engarde",Bandraidoir,Inopportunesses Esquire ☘, London ,feels team beat les bluex engarde
1501,1504560463648018436,1415765325828739084,2022-03-17T20:49:02.000Z,"@ajbennett79 @Johngoosey1John @rinsure @EnglandRugby @SixNationsRugby @O2 Of course you need a solid platform, but we’ve had that. We’ve won plenty of ball but aimlessly kicking away good ball and bad tactics have cost us. In my opinion the talent is there to be competing with Ireland and France at the top this weekend, but the table tells the truth.",Craig_JB007,Craig,"Gloucester, England",course need solid platform that plenty ball aimlessly kicking away good ball bad tactics cost us opinion talent competing ireland france weekend table tells truth
1504,1504559849555869700,1415765325828739084,2022-03-17T20:46:36.000Z,@ajbennett79 @Johngoosey1John @rinsure @EnglandRugby @SixNationsRugby @O2 He thinks France are poor under the high ball so we will see a lot of the garryowen. I just prefer us to run the ball when we have created some space. Clearly not run everything but the way he’s set up we’ll be kicking everything. It’ll be boring.,Craig_JB007,Craig,"Gloucester, England",thinks france poor high ball lot garryowen prefer run ball created space clearly run way set kicking everything boring
1506,1504559649307373569,1009227569453940736,2022-03-17T20:45:48.000Z,@EnglandRugby @thepaulwilliams @SixNationsRugby @O2 Daly. 🤔,alunsays,alunsays,"Byron Bay, Straya.",daly
1507,1504559287108091920,1415765325828739084,2022-03-17T20:44:22.000Z,"@ajbennett79 @Johngoosey1John @rinsure @EnglandRugby @SixNationsRugby @O2 Absolutely, but I don’t speak to many of my rugby mates (well any even!) who think playing a world class lock at 6 or a rock solid but not lightning full back shoulder be on the wing. I may be old fashioned but I like to see wingers who have pace. I get why he’s picking Steward..",Craig_JB007,Craig,"Gloucester, England",absolutely speak rugby mates well even think playing world class lock rock solid lightning shoulder wing old fashioned like wingers pace picking steward
1508,1504559271039623168,19314477,2022-03-17T20:44:18.000Z,Lightning fast 5g Internet from @O2 😁 https://t.co/ER4vO5NYhq,Craig_Gsxr,Craig,Somewhere in the middle UK,lightning fast g internet
1513,1504558230097305605,2174856199,2022-03-17T20:40:10.000Z,"@ajbennett79 @nicbates78 @Rc0mP @EnglandRugby @SixNationsRugby @O2 The strategy is clear for all to see. BY stick up a box kick for Freddie to chase.
It’s like 🏴󠁧󠁢󠁥󠁮󠁧󠁿 have regressed 30 years.
All this fannying around in the midfield is the problem. EJ is still picking different combinations.
Could do far worse than picking the 🐯 12/13 pairing, TBF.",Chameleon_Fit,Wiltshire Yeoman,Bath,strategy clear see stick box kick freddie chase like regressed years fannying midfield problem ej picking different combinations far worse picking pairing tbf
1514,1504557238991659019,2174856199,2022-03-17T20:36:13.000Z,"@ajbennett79 @nicbates78 @Rc0mP @EnglandRugby @SixNationsRugby @O2 I never said that.
Quite the opposite.
Him and Liam Williams are equally gifted in that respect.",Chameleon_Fit,Wiltshire Yeoman,Bath,said that opposite liam williams equally gifted respect
1515,1504556940973719567,2174856199,2022-03-17T20:35:02.000Z,"@ajbennett79 @nicbates78 @Rc0mP @EnglandRugby @SixNationsRugby @O2 Love Fordy.
Did wonders at Bath.
Unfortunately, he’s another one that has succumbed to being told to play the England way, as opposed to what he sees in front of him.
Still looks like he has so much more time on the ball than most other 10s👌",Chameleon_Fit,Wiltshire Yeoman,Bath,love fordy wonders bath unfortunately succumbed told play england way opposed sees him looks like time ball s
1519,1504556416035663877,1415765325828739084,2022-03-17T20:32:57.000Z,"@ajbennett79 @Johngoosey1John @rinsure @EnglandRugby @SixNationsRugby @O2 Your point is though we have been competing, but with better selection and tactics it could and should have been better than just competing.",Craig_JB007,Craig,"Gloucester, England",point competing better selection tactics better competing
1522,1504556177002270722,1415765325828739084,2022-03-17T20:32:00.000Z,"@ajbennett79 @Johngoosey1John @rinsure @EnglandRugby @SixNationsRugby @O2 But the reality is we also had enough ball to do something in the backs but never looked like scoring a try. Teams do score with 14, our attack has no system or flair outside Smith. That can only reflect on the head coach.",Craig_JB007,Craig,"Gloucester, England",reality ball backs looked like scoring try teams score attack system flair outside smith reflect head coach
1523,1504555960857083927,434517206,2022-03-17T20:31:09.000Z,"@O2 I have been trying to use your conversation section on the app for over 2 hours now and still says I can't get through as it is busy. I have tried to use data while in Fiji but has informed me that I have none left, and when I purchased more data it doesn't recognise this....",jordanwelsh4,Jordan Welsh,"Edinburgh, Scotland",trying use conversation section app hours says busy tried use data fiji informed left purchased data recognise this
1524,1504555717260460034,1415765325828739084,2022-03-17T20:30:10.000Z,"@ajbennett79 @Johngoosey1John @rinsure @EnglandRugby @SixNationsRugby @O2 The lads effort was phenomenal, Lawes and Itoje in second row were immense which is why I just can’t get my head around not keeping them together this week. We lack a strong ball carrying 6, I would have played Barbeary or Dombrant at 6.",Craig_JB007,Craig,"Gloucester, England",lads effort phenomenal lawes itoje second row immense head keeping week lack strong ball carrying played barbeary dombrant
1527,1504555041180504076,3420721541,2022-03-17T20:27:29.000Z,@O2 Great customer service.,dawn_saxena,AHT,"England, United Kingdom",great customer service
1528,1504554682433290248,109083612,2022-03-17T20:26:04.000Z,@01Dan_ @WillR_1807 @EnglandRugby @SixNationsRugby @O2 Young's is past his best. His been for a few seasons now. I'm bored stupid with his endless kicking. He needs putting out to grass and some of the younger ones need giving a chance.,gautrek,Kevin,"Leicester, England",youngs past best seasons now bored stupid endless kicking needs putting grass younger ones need giving chance
1530,1504554586186874880,1415765325828739084,2022-03-17T20:25:41.000Z,"@ajbennett79 @Johngoosey1John @rinsure @EnglandRugby @SixNationsRugby @O2 EJ is there, inconsistent selections and limited strategy with no alternative. Give someone else a year to at least try to improve it.",Craig_JB007,Craig,"Gloucester, England",ej there inconsistent selections limited strategy alternative year try improve it
1531,1504554393395515402,499957524,2022-03-17T20:24:55.000Z,"@O2 @Ofcom @ConsumrRightsUK @O2 hates their customers, only sees them as cash cows. Everyone should leave @o2 if they press ahead with 7.8% increase @ConsumrRightsUK can you help? #customersmeanshit #profiteering #o2 #LeaveO2 #poorcustomerservice #heartless",ChunLee79,SF79,"London
",hates customers sees cash cows leave press ahead increase help customersmeanshit profiteering o leaveo poorcustomerservice heartless
1532,1504554342635954177,879402349042839552,2022-03-17T20:24:43.000Z,"@EnglandRugby @SixNationsRugby @O2 So lets take one of the best young full backs around and put him at wing where he's going to be too slow, and put a guy who failed in his last attempt at FB back in.

In the meantime lets not pick anybody with actual pace or footwork.",DrChrisBennett,Chris Bennett,"North West, England",lets best young backs wing going slow guy failed attempt fb in meantime lets pick anybody actual pace footwork
1533,1504554310985789446,1415765325828739084,2022-03-17T20:24:35.000Z,"@ajbennett79 @Johngoosey1John @rinsure @EnglandRugby @SixNationsRugby @O2 It’s not that for me, it’s that his selections for the last 2-3 years have made no sense, he seems to be doing it deliberately now. He’s not developing this team into one that will compete at the next World Cup. Sometimes you just know when someone is at the end of their role.",Craig_JB007,Craig,"Gloucester, England",me selections years sense deliberately now developing team compete world cup know end role
1536,1504553785376526343,26902156,2022-03-17T20:22:30.000Z,@O2 How ironic that the page wouldn’t load. Laughable https://t.co/zN3U2oXDOG,PissyChrisy24,Chri$_C,Manny,ironic page load laughable
1538,1504553225063653378,705865441,2022-03-17T20:20:16.000Z,"@EnglandRugby @SixNationsRugby @O2 It makes no sense, why move Steward to the wing when he's done well at fullback especially when Jones could give Radwan or Lynagh a run out. Or any number of wingers, no doubt the pack except the front 3 will all be out of position too.",Simon_Newsham,Noosh,Southsea,makes sense steward wing fullback especially jones radwan lynagh run out number wingers doubt pack position too
1539,1504552213858955264,352550777,2022-03-17T20:16:15.000Z,@EnglandRugby @SixNationsRugby @O2 On a positive note there is absolutely no way France will have anticipated this starting 15.,lifetiles___,Allan Cherrington,near London,positive note absolutely way france anticipated starting
1540,1504551547384049668,1415765325828739084,2022-03-17T20:13:36.000Z,@ajbennett79 @Johngoosey1John @rinsure @EnglandRugby @SixNationsRugby @O2 Which he lost. I guess we English love mediocrity don’t we.,Craig_JB007,Craig,"Gloucester, England",lost guess english love mediocrity we
1542,1504551027667836932,396183801,2022-03-17T20:11:32.000Z,@SageofomahaNZ @EnglandRugby @SixNationsRugby @O2 But with the plethora of quality wingers england have is just disheartening when he puts a full back on the wing,Gavlar321,Gavin 🇺🇦,England is My City,plethora quality wingers england disheartening puts wing
1543,1504550829939957763,243381716,2022-03-17T20:10:45.000Z,"@SS_CareerCoach @EnglandRugby @SixNationsRugby @O2 Just so I know, how are you quantifying ‘badly smashed’?",charlierhodes18,Charlie Rhodes,"Hebden Bridge, England",know quantifying badly smashed
1544,1504550370072309760,262179027,2022-03-17T20:08:56.000Z,@EnglandRugby @SixNationsRugby @O2 Furbank at full back https://t.co/iOQ3Bth5aM,test_richie,Dave,"London, England",furbank
1545,1504550339772657664,19812716,2022-03-17T20:08:48.000Z,"@whofan661 @EnglandRugby @SixNationsRugby @O2 Steward is the best full back we have, by a mile… 

Oh, he’s on the wing…",LeeroyBrown01,Leeroy Brown,London,steward best have mile oh wing
1546,1504549707510657036,254562313,2022-03-17T20:06:18.000Z,So it seams @O2 signal in Bournemouth is not the best.,davedrummie,David Drummie,glasgow,seams signal bournemouth best
1547,1504549474781351939,1415765325828739084,2022-03-17T20:05:22.000Z,"@ajbennett79 @Johngoosey1John @rinsure @EnglandRugby @SixNationsRugby @O2 So yes getting stuffed at home by a record score against the Irish is a shocker no matter how much you try to fluff it up. Are you Eddie Jones anonymous Twitter account, a bit like Rassie’s 😂",Craig_JB007,Craig,"Gloucester, England",yes getting stuffed home record score irish shocker matter try fluff up eddie jones anonymous twitter account bit like rassies
1548,1504549023495208963,1415765325828739084,2022-03-17T20:03:35.000Z,"@ajbennett79 @Johngoosey1John @rinsure @EnglandRugby @SixNationsRugby @O2 Ok so you are saying that finishing 4th at best &amp; just winning at home whilst losing the two other triple crown games is ok for the team with the largest player pool &amp; the richest union, ‘coached’ by a man on £750k per year. Wow supporting mediocrity must be exciting for you.",Craig_JB007,Craig,"Gloucester, England",ok saying finishing th best winning home whilst losing triple crown games ok team largest player pool richest union coached man k year wow supporting mediocrity exciting you
1551,1504548627947167744,1230154012961406980,2022-03-17T20:02:00.000Z,"Day in the life of a women’s #rugby content creator 👀

🏆 Launch of @Womens6Nations 

🎬 Exclusive screening of No Woman No Try with @O2 / @PrimeVideo 

Surrounded by some powerful women doing powerful things, so much more to come… https://t.co/KEMFbxFrIu",stella_mills_,Stella Mills 🏉,"Poole, England",day life womens rugby content creator launch exclusive screening woman try surrounded powerful women powerful things come
1552,1504548396903936011,934086630553550849,2022-03-17T20:01:05.000Z,"@Georgeeeee04 @Nellybums @Gavlar321 @EnglandRugby @SixNationsRugby @O2 Interested to know who you think are 1st and 2nd choice then? According to stats only Murley has played more on the wing for Quins this season, and considering Lynagh has been back and fwd on Eng camps....",EM__Ian,Ian White,"London, England",interested know think st nd choice then according stats murley played wing quins season considering lynagh fwd eng camps
1554,1504547875568693249,1044521810652549122,2022-03-17T19:59:01.000Z,@EnglandRugby @SixNationsRugby @O2 Kidding right? I want what Eddie is smoking.,ArtWietzie,Art by Wietzie,"Provence-Alpes-Côte d'Azur, France",kidding right want eddie smoking
1556,1504547796325748738,615018500,2022-03-17T19:58:42.000Z,"@EnglandRugby @SixNationsRugby @O2 Imagine how the players feel about the constant bizarre selections that they know are bizarre.Totally undermines their confidence.
100% certain they can’t wait to get back to their clubs.",SS_CareerCoach,Simon Scantlebury,"Hampshire, UK",imagine players feel constant bizarre selections know bizarretotally undermines confidence certain wait clubs
1557,1504547585612296196,1044521810652549122,2022-03-17T19:57:52.000Z,@EnglandRugby @O2 Not with Eddie Jones.,ArtWietzie,Art by Wietzie,"Provence-Alpes-Côte d'Azur, France",eddie jones
1560,1504546784391188498,615018500,2022-03-17T19:54:41.000Z,@charlierhodes18 @EnglandRugby @SixNationsRugby @O2 You may well find Charlie you are the idiot around 11pm Saturday after England are badly smashed.,SS_CareerCoach,Simon Scantlebury,"Hampshire, UK",find charlie idiot pm saturday england badly smashed
1561,1504546713943564288,2174856199,2022-03-17T19:54:24.000Z,@ajbennett79 @Rc0mP @EnglandRugby @SixNationsRugby @O2 Not sure he’s played against France 🤷‍♂️,Chameleon_Fit,Wiltshire Yeoman,Bath,sure played france
1562,1504546557869400068,2174856199,2022-03-17T19:53:47.000Z,"@ajbennett79 @nicbates78 @Rc0mP @EnglandRugby @SixNationsRugby @O2 Eddie Jones.
The one person that (unfortunately) matters.",Chameleon_Fit,Wiltshire Yeoman,Bath,eddie jones person unfortunately matters
1563,1504546218592059395,1415765325828739084,2022-03-17T19:52:26.000Z,@ajbennett79 @Johngoosey1John @rinsure @EnglandRugby @SixNationsRugby @O2 have so many talented back rows available. Why sort of donut picks one of the best 7’s in the world at 8? Constantly picking players out of position is moronic.,Craig_JB007,Craig,"Gloucester, England",talented rows available sort donut picks best s world constantly picking players position moronic
1564,1504546114120339463,3422479163,2022-03-17T19:52:01.000Z,"@AwayST_ @ajbennett79 @rinsure @EnglandRugby @SixNationsRugby @O2 It's all a learning experience but I don't think there are many fans panicking in England.

If they beat France it will have been a surprisingly successful campaign.

If they lose then they'll have learned the areas to improve on to beat France in a potentially bigger arena.",LinebreakRugby,Linebreak Rugby 6️⃣🎄,Always Online,learning experience think fans panicking england beat france surprisingly successful campaign lose learned areas improve beat france potentially bigger arena
1566,1504545803477651464,87953654,2022-03-17T19:50:47.000Z,"@EnglandRugby @SixNationsRugby @O2 It’s so obvious that Eddie Jones would rather play someone out of position, just because he’s embedded in the squad and will play the way Eddie wants. Two years wasted in my opinion before a World Cup, what an absolute joke the RFU are, for not replacing a non performing employee",stueygiles,Gilesy 🏉🏴󠁧󠁢󠁥󠁮󠁧󠁿,"Wilmslow, England",obvious eddie jones play position embedded squad play way eddie wants years wasted opinion world cup absolute joke rfu are replacing non performing employee
1567,1504545800214487046,1415765325828739084,2022-03-17T19:50:46.000Z,"@ajbennett79 @Johngoosey1John @rinsure @EnglandRugby @SixNationsRugby @O2 Relevance to my comment. Tactics and team play a huge part in winning games, you may not have noticed. Wales were close to beating us and we were underwhelming against Italy. Jones is the only person in the country who would pick Ewels and put a quality second row at 6 when we..",Craig_JB007,Craig,"Gloucester, England",relevance comment tactics team play huge winning games noticed wales close beating underwhelming italy jones person country pick ewels quality second row we
1570,1504544941220970501,615018500,2022-03-17T19:47:21.000Z,@ajbennett79 @rinsure @EnglandRugby @SixNationsRugby @O2 Worse is continually kicking 10 metres too far so wings can run it back at https://t.co/bdAaZUX3Ig can’t believe Jones is worth £60k let alone £600k all expenses found.,SS_CareerCoach,Simon Scantlebury,"Hampshire, UK",worse continually kicking metres far wings run believe jones worth k let k expenses found
1574,1504544223479148552,344754180,2022-03-17T19:44:30.000Z,"@O2 Hi O2 - we tried that already, force close, delete, reset etc. In the end I've had to pay for it! Rather defeats the purpose somewhat...",HankyHancock,Sam Hancock,Pulborough,hi o tried already force close delete reset etc end pay it defeats purpose somewhat
1577,1504544061830672391,3422479163,2022-03-17T19:43:52.000Z,@AwayST_ @ajbennett79 @rinsure @EnglandRugby @SixNationsRugby @O2 The team that won the previous (defunct) Tri Nations never won the RWC. Winning the Six Nations might not be helpful,LinebreakRugby,Linebreak Rugby 6️⃣🎄,Always Online,team previous defunct tri nations rwc winning nations helpful
